protein_id,molecular_weight,isoelectric_point,hydrophobicity,sequence_length,hydrophobic_aa_percent,charged_aa_percent,solubility,aa_A,aa_R,aa_N,aa_D,aa_C,aa_Q,aa_E,aa_G,aa_H,aa_I,aa_L,aa_K,aa_M,aa_F,aa_P,aa_S,aa_T,aa_W,aa_Y,aa_V
PROT_0867,51.36,9.19,0.916,177,23.29,16.51,1,6.74,5.56,8.17,6.0,7.24,8.16,1.51,6.05,8.05,2.08,4.88,3.44,2.85,3.71,8.13,1.11,6.95,5.03,3.49,0.85
PROT_0868,118.39,10.96,-1.005,639,35.98,18.5,0,8.09,4.53,3.07,7.33,4.05,3.83,5.73,1.83,4.1,6.09,7.49,0.91,3.18,5.62,8.07,7.33,6.65,3.46,3.4,5.23
PROT_0869,48.78,8.26,-0.648,471,32.0,23.2,1,2.42,7.67,1.13,2.68,4.14,7.37,7.36,7.12,1.27,5.24,8.6,5.49,4.28,8.88,6.2,6.74,1.11,4.66,5.46,2.2
PROT_0870,65.71,10.78,0.386,122,34.11,21.01,1,7.21,7.37,2.85,2.83,3.12,7.47,2.18,1.5,2.7,9.85,3.69,8.63,5.52,5.55,1.48,7.9,4.88,1.38,7.46,6.43
PROT_0871,40.3,8.61,-1.554,751,29.36,25.5,1,6.23,5.36,5.48,4.92,6.29,6.06,7.52,2.97,2.51,1.53,5.97,7.7,6.95,3.69,1.56,4.89,5.01,5.07,3.42,6.87
PROT_0872,82.26,5.38,-0.225,145,26.12,20.61,1,1.09,8.44,6.94,5.98,2.06,0.99,2.57,7.75,6.02,4.48,8.11,3.62,2.97,4.51,6.18,6.88,7.44,6.03,6.03,1.9
PROT_0873,71.14,4.12,-0.504,648,32.16,19.32,1,5.06,1.86,7.36,4.55,3.59,3.87,9.97,6.03,5.04,5.24,9.94,2.94,4.42,8.79,4.92,1.15,3.47,1.26,8.69,1.87
PROT_0874,37.72,4.31,-1.527,248,28.14,15.79,1,1.05,9.1,5.61,1.43,9.29,1.46,3.11,4.53,3.13,8.4,4.31,2.15,5.74,6.72,6.78,4.83,8.48,6.57,6.25,1.09
PROT_0875,19.51,10.04,-0.146,584,35.09,15.76,1,7.6,2.89,1.16,3.95,1.11,3.1,2.23,2.58,8.74,7.2,5.64,6.69,3.96,8.03,5.69,7.76,8.96,1.27,6.09,5.35
PROT_0876,44.76,9.87,-0.868,418,37.4,15.59,1,6.53,3.12,3.25,6.27,8.99,1.31,3.36,5.65,6.05,6.8,8.77,2.84,1.71,5.65,6.27,1.96,5.57,4.23,6.26,5.42
PROT_0877,94.57,10.31,-0.376,214,33.52,28.4,1,10.98,2.7,2.81,9.1,4.85,2.36,7.32,1.64,8.15,4.94,3.48,9.28,2.15,5.34,2.52,6.57,1.42,1.22,5.63,7.56
PROT_0878,36.96,8.14,-0.77,660,31.97,25.2,1,4.03,9.58,4.13,4.13,1.58,9.24,6.86,1.55,2.96,7.25,9.21,4.63,7.97,3.7,1.43,5.53,5.92,4.2,2.52,3.58
PROT_0879,46.54,9.03,0.323,519,27.06,17.45,1,1.25,3.62,2.79,6.37,2.42,5.88,3.21,7.81,7.65,5.17,3.2,4.25,5.09,6.3,6.47,7.76,5.57,4.78,4.06,6.36
PROT_0880,104.83,9.64,-1.599,270,31.87,18.34,1,3.6,1.69,2.5,7.15,5.94,4.37,5.32,4.83,3.66,7.68,3.5,4.18,6.37,7.8,7.97,5.8,6.91,6.58,1.44,2.71
PROT_0881,99.41,10.75,-0.496,687,24.4,26.84,1,1.35,4.64,5.91,3.23,9.46,2.51,8.05,7.97,3.19,7.81,3.16,10.92,5.08,3.64,2.92,6.61,2.41,3.46,2.71,4.98
PROT_0882,45.8,5.49,-0.812,755,19.19,15.73,1,2.68,2.48,5.25,3.13,9.38,2.43,7.48,8.79,6.86,1.42,3.14,2.64,6.17,3.26,9.91,1.59,6.54,3.05,8.17,5.64
PROT_0883,15.4,9.83,1.154,331,23.63,13.95,0,5.92,5.26,8.27,0.99,6.48,3.66,3.57,1.61,7.88,6.62,1.97,4.13,8.48,4.58,4.53,6.62,6.06,2.59,8.85,1.95
PROT_0884,36.77,6.53,-1.048,115,27.16,20.46,1,6.09,2.29,6.75,8.57,6.49,2.03,1.86,4.35,4.49,2.44,1.45,7.74,4.79,8.31,8.27,3.98,3.18,4.57,8.04,4.3
PROT_0885,53.98,10.48,1.367,520,26.02,21.23,0,5.83,2.26,4.94,3.34,5.96,1.58,7.52,6.04,7.26,3.29,1.33,8.11,3.07,6.33,7.88,4.7,6.99,4.97,4.34,4.27
PROT_0886,118.0,8.89,0.283,576,30.68,16.67,0,0.92,1.12,6.04,2.23,4.58,8.08,5.51,6.69,7.79,7.34,6.7,7.81,6.21,2.91,4.13,3.15,4.41,5.15,1.59,7.66
PROT_0887,28.39,9.22,1.901,343,29.85,28.66,1,5.29,5.04,3.0,8.56,6.96,2.85,7.92,4.77,1.12,6.57,7.72,7.14,0.97,3.04,6.28,5.97,1.96,4.08,7.6,3.15
PROT_0888,29.43,5.35,0.366,623,22.96,20.64,1,1.62,1.61,6.31,5.3,7.95,4.9,5.79,5.87,7.77,3.35,3.04,7.94,2.58,0.97,6.17,2.23,4.27,6.48,8.36,7.5
PROT_0889,117.12,6.03,-0.448,130,37.24,24.52,0,7.44,7.61,2.98,6.8,7.54,1.98,3.69,4.15,4.46,4.37,6.95,6.42,4.62,7.4,1.74,4.07,5.47,5.51,1.22,5.57
PROT_0890,86.22,5.69,-1.985,715,31.97,20.75,1,6.14,8.34,2.36,6.34,5.21,3.65,3.17,6.52,5.21,4.92,7.45,2.9,1.03,6.0,4.76,6.06,5.58,5.15,6.89,2.31
PROT_0891,93.92,6.51,-0.026,182,27.09,25.57,1,2.26,4.32,1.97,8.11,1.45,8.46,4.51,4.23,2.08,1.79,3.7,8.63,7.2,6.79,4.41,3.32,5.21,8.85,9.03,3.7
PROT_0892,76.82,7.31,-0.816,227,34.58,19.25,1,3.4,5.04,1.09,1.52,5.9,4.17,8.34,4.89,5.97,2.27,7.38,4.35,4.89,4.31,4.05,2.46,9.32,9.04,3.45,8.18
PROT_0893,19.75,8.86,0.925,633,23.2,20.28,1,3.45,5.7,7.11,5.92,6.87,3.8,4.73,6.4,1.69,1.92,1.44,3.93,3.36,10.94,4.51,11.54,2.92,3.56,8.31,1.89
PROT_0894,73.3,4.77,-0.55,704,29.12,17.35,1,6.33,2.5,8.18,6.64,2.91,1.35,2.84,5.15,5.19,4.07,1.33,5.37,5.29,7.32,7.7,7.52,7.39,1.84,2.87,8.23
PROT_0895,29.74,10.88,-1.996,711,29.26,15.64,1,4.37,2.81,7.03,3.94,3.19,6.04,5.92,4.14,7.54,7.44,0.86,2.97,5.15,7.3,4.69,5.4,6.85,4.77,5.07,4.52
PROT_0896,70.92,7.22,0.439,196,27.93,27.33,1,3.6,7.2,8.69,1.47,3.25,1.9,9.66,6.72,8.25,4.19,3.7,9.0,1.22,2.86,4.0,1.44,1.96,8.08,7.33,5.5
PROT_0897,38.08,10.8,-0.283,738,37.31,13.73,0,3.38,5.03,4.32,3.05,8.22,5.11,2.18,0.93,5.1,6.73,7.66,3.47,6.07,7.94,6.51,7.39,3.12,5.49,2.18,6.11
PROT_0898,111.95,9.59,-1.639,633,36.06,11.7,0,6.98,4.09,6.15,3.28,4.78,7.96,3.38,5.26,1.76,9.16,2.54,0.95,4.31,8.0,2.72,9.03,8.59,1.65,1.7,7.73
PROT_0899,32.98,7.3,1.31,137,29.54,20.32,0,1.96,6.71,7.52,7.04,7.03,5.08,3.96,4.97,7.14,7.87,7.83,2.61,4.31,1.93,5.76,1.73,5.55,7.97,1.04,1.98
PROT_0900,23.13,9.73,1.46,633,31.73,20.58,0,6.57,7.28,8.74,3.43,3.08,7.3,5.24,6.01,1.34,8.02,3.14,4.63,4.47,3.48,2.97,5.92,4.46,4.87,3.41,5.65
PROT_0901,17.4,5.09,-1.932,570,26.98,21.82,1,6.49,7.77,7.01,4.67,1.45,5.66,3.52,5.81,5.45,3.37,5.06,5.86,6.71,4.09,4.2,5.38,5.02,5.39,4.52,2.58
PROT_0902,95.54,9.71,-1.894,580,32.49,18.85,1,1.58,2.9,4.25,1.83,1.88,6.18,6.48,1.16,7.99,7.07,5.48,7.64,1.75,8.65,6.31,5.42,6.28,7.97,7.45,1.74
PROT_0903,62.68,4.32,0.855,125,32.65,21.7,1,8.44,4.1,7.16,8.85,1.21,1.89,4.65,2.0,4.87,2.12,5.47,4.1,5.9,2.81,3.17,6.72,6.36,7.9,6.35,5.91
PROT_0904,86.54,9.37,-0.24,113,26.97,22.15,1,4.16,3.95,5.01,6.73,6.18,6.74,7.65,2.09,3.22,3.85,6.3,3.82,5.88,6.06,6.57,5.32,6.85,1.46,3.04,5.14
PROT_0905,113.3,10.84,1.173,130,29.71,16.27,0,1.98,1.71,4.91,5.95,8.23,2.78,3.21,7.78,3.12,3.52,9.11,5.4,1.8,1.56,1.46,8.32,8.85,6.35,6.77,7.19
PROT_0906,68.8,5.84,1.905,668,29.98,24.04,0,4.04,8.69,1.77,5.83,3.98,8.25,5.09,1.47,1.17,5.92,7.81,4.43,4.4,1.3,7.84,2.71,8.56,7.22,5.83,3.69
PROT_0907,78.15,8.92,-1.411,529,34.72,22.99,1,1.13,7.28,2.86,7.37,6.98,4.49,3.41,1.11,4.53,8.75,6.04,4.93,7.25,5.15,2.66,1.92,5.78,5.08,4.7,8.57
PROT_0908,41.7,5.73,-0.269,478,25.39,21.74,1,1.82,4.26,5.66,7.21,6.94,2.09,7.95,3.74,4.05,6.89,3.51,2.32,7.88,2.85,3.47,4.11,9.32,4.09,5.58,6.23
PROT_0909,16.38,5.13,-1.338,605,26.8,22.6,1,8.47,8.18,3.29,7.26,7.67,6.57,4.0,6.72,3.66,5.95,3.75,3.16,1.55,5.91,3.03,8.36,8.33,1.81,1.4,0.91
PROT_0910,100.09,10.02,0.144,375,19.09,22.73,1,1.58,5.19,1.4,7.26,3.05,8.52,2.6,6.71,7.29,5.98,3.82,7.68,6.27,2.81,5.17,6.18,7.08,3.06,6.5,1.84
PROT_0911,58.63,7.05,-1.688,222,24.86,24.65,1,6.03,2.84,2.52,8.43,7.44,4.32,7.77,3.7,8.42,1.13,6.75,5.61,6.6,2.41,5.39,2.42,3.94,4.6,5.73,3.94
PROT_0912,92.74,4.66,1.457,709,33.03,28.79,0,6.84,8.19,3.1,7.36,8.24,1.96,7.66,1.91,6.31,8.7,3.03,5.58,1.2,8.07,2.55,4.38,4.27,2.65,4.25,3.74
PROT_0913,28.47,5.53,0.27,445,27.92,20.05,1,4.31,7.33,3.8,5.05,3.78,1.36,2.7,3.5,9.52,1.71,4.08,4.97,4.63,9.75,2.47,9.03,9.08,2.17,4.86,5.9
PROT_0914,50.12,4.44,0.888,293,34.45,12.44,1,7.7,3.73,5.48,3.38,5.26,2.04,2.23,6.03,3.69,7.52,6.99,3.1,1.18,2.48,7.35,6.85,7.01,3.29,8.21,6.47
PROT_0915,30.63,4.65,-0.957,682,36.32,27.59,1,8.02,9.34,3.31,5.95,5.34,2.63,9.2,3.06,1.01,5.22,3.17,3.1,3.28,4.25,4.41,7.66,1.75,7.19,3.64,8.47
PROT_0916,40.54,6.18,0.329,412,27.64,17.44,0,6.04,5.48,8.87,3.08,2.32,7.58,3.8,6.58,3.76,5.23,7.22,5.08,5.93,1.54,6.06,4.6,1.54,2.0,7.66,5.61
PROT_0917,102.97,5.0,-0.289,672,35.31,22.44,0,8.9,3.07,4.62,5.48,2.39,1.82,7.73,5.07,5.6,5.6,1.77,6.16,4.38,5.39,4.53,2.04,7.4,8.06,4.39,5.59
PROT_0918,45.27,4.67,-0.843,237,24.78,19.93,1,2.52,8.46,6.8,3.95,3.06,6.68,2.51,4.21,1.34,2.5,2.42,5.01,8.05,8.88,6.55,3.64,6.59,6.42,8.38,2.04
PROT_0919,34.34,5.23,-0.51,223,26.73,19.14,1,4.95,5.69,2.06,1.79,4.14,6.73,2.43,1.99,9.34,5.15,3.47,9.23,6.06,2.31,9.27,3.74,1.37,4.14,9.43,6.71
PROT_0920,105.29,8.75,-0.667,301,22.49,26.48,1,1.22,9.42,7.47,7.64,8.45,1.98,2.8,5.67,2.81,6.04,2.67,6.62,4.17,5.52,9.37,2.0,2.86,3.11,6.23,3.93
PROT_0921,44.06,8.01,0.548,449,28.13,11.12,0,2.41,4.15,7.17,3.32,4.5,7.34,2.31,5.64,4.39,2.47,2.31,1.34,7.48,8.62,2.91,6.99,6.07,4.75,8.25,7.57
PROT_0922,58.73,4.74,-0.109,458,36.43,22.58,0,5.22,6.7,3.33,6.73,1.45,5.69,7.89,7.78,3.67,6.58,4.8,1.26,4.26,7.18,7.63,3.42,2.54,5.34,1.22,7.31
PROT_0923,93.53,5.08,-1.19,477,31.18,17.92,1,2.36,6.28,5.29,1.77,6.47,5.81,6.93,6.76,3.3,5.43,5.09,2.94,4.39,5.29,5.3,3.39,5.71,6.48,4.49,6.53
PROT_0924,97.4,6.75,0.154,383,35.04,15.89,1,8.48,2.15,1.76,4.8,2.19,4.66,6.19,8.56,8.7,7.01,5.39,2.75,3.13,8.61,3.26,5.4,5.01,4.43,6.39,1.12
PROT_0925,54.85,7.3,-1.336,84,27.78,16.84,1,4.86,6.27,6.08,7.22,7.28,7.51,1.57,1.73,8.12,6.56,5.11,1.78,8.43,5.24,2.57,4.79,1.17,1.12,7.67,4.89
PROT_0926,30.14,8.05,1.325,248,23.7,26.27,1,3.33,6.27,8.01,9.26,8.78,1.13,8.72,4.31,3.34,2.76,2.1,2.02,3.43,7.74,6.09,3.54,7.65,4.4,3.76,3.37
PROT_0927,110.66,9.03,0.269,170,38.04,13.39,0,7.48,3.2,6.76,2.48,7.27,5.56,4.48,6.74,5.46,7.2,5.82,3.23,2.56,7.31,2.93,7.51,1.5,6.11,2.3,4.12
PROT_0928,35.44,5.62,1.888,300,30.22,29.16,1,4.87,10.28,1.28,7.41,6.18,3.08,3.1,2.07,2.02,4.68,2.62,8.37,6.37,2.1,8.28,3.34,6.66,7.87,1.35,8.08
PROT_0929,57.05,10.83,0.313,684,31.82,20.38,1,8.23,4.24,4.75,7.29,8.55,3.08,7.25,3.14,7.49,5.25,6.42,1.6,1.39,1.46,4.36,5.69,1.19,8.84,8.16,1.62
PROT_0930,115.25,9.39,-0.969,417,33.04,25.55,1,5.84,6.7,1.2,3.21,7.67,2.07,7.77,1.99,5.11,7.54,7.32,7.87,3.91,4.98,1.09,8.17,7.5,5.42,2.71,1.94
PROT_0931,27.18,10.14,1.131,180,35.58,20.83,0,4.89,7.36,8.15,2.36,2.27,3.95,5.94,4.98,5.76,4.39,7.73,5.17,2.33,4.82,1.25,3.2,4.36,7.11,7.32,6.64
PROT_0932,112.59,5.49,-0.255,602,30.96,24.89,0,5.6,7.33,6.55,7.82,2.93,4.06,6.91,1.93,7.37,4.71,5.41,2.83,1.63,6.72,4.03,5.25,3.02,7.2,7.38,1.32
PROT_0933,39.93,10.44,-1.129,132,26.32,21.97,1,5.49,3.7,4.92,6.53,3.19,8.2,1.74,9.38,5.57,6.62,2.03,10.0,2.13,6.28,3.62,3.29,2.4,4.19,9.01,1.71
PROT_0934,89.0,5.93,0.103,447,36.98,17.19,0,6.33,4.87,6.91,4.47,4.63,3.26,4.07,2.49,3.88,7.77,5.44,3.78,1.67,2.24,4.24,5.35,8.23,9.35,5.17,5.85
PROT_0935,91.06,7.19,-0.441,216,27.07,20.14,1,4.22,3.31,5.73,8.93,2.79,1.43,4.04,5.91,6.23,7.08,4.58,3.86,6.52,4.32,4.01,7.48,3.43,2.16,9.27,4.71
PROT_0936,99.84,10.14,-1.986,733,26.12,14.77,1,3.94,3.98,3.08,8.2,4.89,6.45,1.62,8.08,6.37,3.21,7.91,0.97,7.74,5.17,8.88,4.43,2.42,1.26,6.76,4.63
PROT_0937,71.29,7.3,1.465,618,28.79,21.84,0,4.99,6.81,7.51,10.54,8.77,2.03,2.36,2.41,5.59,2.68,5.87,2.13,4.43,8.66,2.61,3.26,6.36,2.8,6.39,3.79
PROT_0938,114.09,10.49,-1.341,738,35.44,22.11,0,3.97,6.06,5.97,1.21,3.25,1.27,7.29,3.21,6.06,1.92,4.09,7.55,6.9,8.85,3.87,1.19,8.15,7.49,2.58,9.12
PROT_0939,89.79,6.31,-0.795,707,32.01,28.35,1,5.39,7.93,0.91,7.98,3.07,5.75,8.03,3.61,4.6,8.37,5.44,4.41,2.69,1.83,4.99,7.38,1.03,3.15,5.62,7.83
PROT_0940,118.04,7.91,0.841,105,29.22,16.16,1,9.08,2.19,8.07,8.06,1.91,7.08,3.69,6.16,8.42,3.69,9.19,2.22,1.36,1.81,5.74,6.16,6.66,1.24,3.08,4.21
PROT_0941,77.2,6.14,1.073,637,37.96,14.14,0,8.13,4.23,5.11,1.66,1.89,2.45,5.67,6.14,6.09,2.66,7.56,2.58,6.11,5.19,0.92,6.8,4.87,7.85,7.53,6.57
PROT_0942,19.54,6.79,-1.424,504,32.82,19.32,1,2.57,8.69,0.97,4.58,9.3,5.86,1.38,3.54,8.69,5.45,7.88,4.67,4.22,7.25,4.32,4.59,3.04,4.87,3.32,4.8
PROT_0943,99.28,9.68,0.126,771,33.93,17.5,0,8.5,4.34,5.5,3.36,8.28,1.39,3.84,6.12,5.11,2.5,6.84,5.96,2.23,5.93,4.17,3.12,4.68,7.77,7.96,2.39
PROT_0944,33.28,7.49,1.236,95,28.39,13.25,0,3.53,2.53,3.64,3.25,6.27,8.83,3.87,5.69,2.38,2.23,4.45,3.6,9.9,7.15,4.41,4.52,5.73,9.62,7.0,1.41
PROT_0945,60.68,5.29,1.527,712,26.06,26.77,0,3.17,3.92,1.41,9.05,2.65,6.27,5.97,3.67,5.8,3.84,8.51,7.83,3.54,5.3,7.52,5.2,2.76,3.19,8.35,2.05
PROT_0946,118.55,9.74,1.006,300,30.9,14.17,0,1.68,2.24,4.97,8.86,5.93,7.84,1.15,1.65,4.8,8.66,2.4,1.92,6.63,5.85,8.43,4.12,2.68,8.08,7.88,4.23
PROT_0947,34.3,8.07,-0.634,181,31.71,16.48,1,8.17,6.0,5.26,3.55,7.67,8.02,1.02,2.26,4.55,6.73,1.37,5.91,6.49,2.78,6.28,5.16,5.15,6.15,0.97,6.51
PROT_0948,39.6,10.74,0.604,559,27.36,23.47,1,1.95,7.22,3.69,6.28,2.97,4.57,4.74,3.63,8.19,3.18,6.35,5.23,5.55,7.65,2.56,3.01,6.75,6.35,8.25,1.88
PROT_0949,59.94,4.41,-1.293,562,29.72,21.56,1,7.62,4.79,1.38,3.29,2.97,6.27,7.04,4.12,6.63,1.7,3.02,6.44,2.28,5.38,7.6,7.65,5.8,8.05,4.0,3.95
PROT_0950,81.07,7.34,-0.29,423,28.0,31.26,1,10.26,5.39,2.41,9.12,2.76,2.01,8.27,4.4,6.71,5.28,1.89,8.48,1.74,2.48,1.84,2.29,6.01,6.71,10.58,1.38
PROT_0951,62.62,6.36,1.633,663,25.9,18.32,0,2.61,3.27,6.31,6.87,7.36,1.93,2.63,9.82,6.63,4.18,6.59,5.55,10.8,2.06,4.2,2.78,4.47,1.4,1.48,9.06
PROT_0952,50.96,4.5,1.942,295,32.23,18.81,1,5.1,6.1,7.44,6.15,1.39,1.92,4.14,5.37,5.57,7.27,3.71,2.42,8.17,6.54,4.88,2.79,4.55,5.02,6.89,4.59
PROT_0953,99.82,5.74,1.801,454,27.86,23.21,0,2.47,2.03,8.79,7.68,1.4,4.92,4.58,8.01,4.98,2.91,5.49,8.92,3.27,9.86,1.72,2.52,2.9,3.86,10.41,3.27
PROT_0954,58.97,6.68,1.715,192,34.31,21.65,0,4.12,8.53,4.07,4.75,4.27,5.24,5.1,5.73,2.22,3.19,7.48,3.27,3.92,1.9,3.42,6.03,3.49,8.76,5.65,8.86
PROT_0955,83.96,10.31,-1.256,280,31.48,13.9,1,8.29,1.48,4.75,2.12,4.98,4.72,5.38,6.32,3.06,3.84,1.19,4.92,7.93,3.29,8.82,8.72,1.64,6.13,3.68,8.74
PROT_0956,29.07,6.05,0.222,227,27.17,25.4,1,8.09,4.61,8.82,6.45,7.78,6.28,6.53,3.21,3.67,4.87,5.47,7.81,2.0,1.83,5.08,6.52,1.31,1.09,2.75,5.82
PROT_0957,26.85,10.92,1.533,235,28.6,19.3,0,2.35,5.84,7.66,6.22,8.02,6.26,2.94,1.35,7.99,4.63,6.78,4.3,3.91,4.0,2.56,1.95,7.53,8.43,4.88,2.41
PROT_0958,71.73,6.84,0.895,733,39.0,18.63,0,7.01,7.16,7.54,6.25,4.73,4.62,2.85,3.75,2.74,8.09,4.92,2.37,6.5,4.02,4.23,5.17,1.01,6.78,2.09,8.18
PROT_0959,74.21,5.51,-1.8,748,27.57,23.73,0,5.86,3.57,6.98,5.45,2.64,7.46,7.26,7.16,5.15,0.98,7.95,7.45,2.83,5.99,1.18,7.09,1.86,5.31,6.34,1.48
PROT_0960,40.41,6.44,-0.46,601,20.9,24.99,1,1.51,8.09,3.23,1.77,3.65,8.09,6.62,8.05,6.03,5.22,1.28,8.51,6.77,5.51,6.95,6.78,3.18,6.0,1.38,1.38
PROT_0961,72.64,4.25,1.848,702,23.85,17.75,0,1.78,3.08,4.19,6.02,7.27,3.66,7.19,5.59,5.41,4.4,1.53,1.46,7.13,2.03,4.89,9.9,4.68,5.31,5.68,8.8
PROT_0962,61.05,8.05,0.851,286,22.37,15.24,1,2.09,4.52,8.06,1.68,7.94,5.03,5.28,6.41,4.68,1.68,1.61,3.76,8.18,4.22,7.17,8.57,1.76,5.35,4.58,7.42
PROT_0963,77.29,9.33,-1.348,243,32.23,17.23,1,2.76,4.67,5.23,1.36,3.84,1.24,9.62,5.76,4.32,3.26,6.71,1.58,4.08,3.9,7.27,5.84,3.19,9.46,9.77,6.14
PROT_0964,63.51,7.35,-0.463,686,32.51,16.19,1,4.32,2.14,4.9,7.51,5.01,5.67,1.5,3.73,7.83,8.79,4.56,5.04,8.29,0.98,8.34,2.65,2.22,5.3,2.67,8.56
PROT_0965,90.82,4.06,-0.173,309,33.69,18.52,1,7.01,2.53,3.25,5.69,7.01,6.24,2.1,1.8,4.78,8.01,4.09,8.2,0.88,4.98,7.06,8.0,0.9,7.81,7.87,1.79
PROT_0966,22.68,9.79,0.865,365,21.75,23.15,1,7.15,7.0,7.77,6.63,4.25,7.55,7.77,1.66,7.25,4.49,1.84,1.75,6.18,5.59,7.56,2.27,6.53,1.26,4.06,1.42
PROT_0967,89.53,7.04,1.088,492,23.13,22.51,0,2.0,5.17,3.94,6.57,7.07,3.02,5.06,6.31,5.27,3.67,3.82,5.71,6.21,5.88,6.66,6.87,5.18,4.56,3.85,3.2
PROT_0968,87.93,4.89,-1.647,157,27.77,20.25,1,4.38,1.29,6.1,6.71,5.38,2.93,3.38,3.19,1.09,6.98,2.23,8.87,8.05,8.94,9.29,4.16,6.97,2.6,4.83,2.64
PROT_0969,18.23,4.23,-0.395,653,34.54,14.28,1,3.5,7.25,1.23,1.31,7.94,5.81,3.5,1.59,2.22,5.96,7.42,2.22,10.05,4.34,8.45,2.05,1.78,8.09,10.07,5.23
PROT_0970,109.11,7.54,-0.347,728,27.07,25.24,0,6.34,5.97,7.31,7.81,5.42,7.45,7.87,2.4,3.29,4.73,6.31,3.59,7.69,5.44,1.67,5.21,4.46,1.55,2.78,2.7
PROT_0971,28.5,4.02,1.243,785,33.46,18.79,0,7.48,6.13,2.73,2.07,7.67,1.57,8.59,4.7,1.94,5.97,4.15,2.0,4.89,3.27,5.04,2.91,7.76,7.86,8.54,4.73
PROT_0972,118.78,6.24,-0.317,751,32.25,18.04,0,7.44,2.39,6.22,7.33,1.87,7.36,4.62,1.22,1.86,1.28,8.29,3.7,8.85,5.74,2.13,10.08,2.97,1.59,7.15,7.91
PROT_0973,118.15,5.61,0.796,365,35.06,14.3,0,4.76,7.96,9.12,3.01,1.2,9.84,1.62,1.44,1.58,9.0,6.76,1.71,5.36,2.17,1.11,10.16,9.32,6.21,1.51,6.16
PROT_0974,81.69,7.64,-0.605,665,27.23,14.63,1,3.58,7.96,5.71,2.33,6.37,5.88,2.74,8.3,6.56,5.97,4.24,1.6,7.07,4.05,5.17,6.05,5.0,7.4,2.02,1.99
PROT_0975,62.03,7.53,1.915,176,26.35,25.34,1,5.64,6.37,6.92,5.58,6.07,6.23,6.48,2.1,7.0,6.17,1.26,6.91,5.02,6.7,4.98,5.4,0.76,4.59,3.85,1.99
PROT_0976,115.61,6.86,-1.055,637,33.17,19.21,1,5.44,1.84,3.28,6.09,5.61,4.58,4.06,7.62,5.93,6.79,1.68,7.22,4.21,6.26,1.64,4.74,3.98,7.89,6.02,5.11
PROT_0977,118.9,6.27,-1.251,736,34.48,21.94,1,7.66,5.86,1.02,6.33,3.82,6.68,5.66,4.3,3.86,5.3,2.22,4.09,4.18,7.1,4.72,5.13,6.02,4.21,3.83,7.99
PROT_0978,115.76,7.73,-0.732,154,32.25,21.24,1,6.83,7.16,9.36,0.97,3.49,6.03,7.98,5.87,1.89,3.77,6.36,5.13,2.29,3.76,6.2,5.27,3.54,5.73,2.59,5.8
PROT_0979,70.19,4.28,1.492,449,34.94,17.27,0,7.95,3.04,6.68,1.67,8.0,3.77,4.49,5.24,5.16,8.04,1.89,8.07,7.36,7.39,3.49,1.54,4.87,1.45,1.7,8.22
PROT_0980,82.59,6.74,0.502,585,32.42,22.2,0,0.94,5.84,3.05,5.77,6.13,5.18,4.56,7.73,4.92,6.13,9.02,6.03,6.16,7.23,5.73,1.06,1.74,8.08,3.69,1.02
PROT_0981,97.48,10.33,0.605,513,32.16,25.02,0,2.64,8.09,1.25,7.23,6.66,2.43,2.73,3.16,2.81,6.69,8.71,6.97,1.19,2.61,1.43,8.36,5.7,2.87,9.83,8.64
PROT_0982,41.85,9.04,0.171,584,32.49,14.15,0,2.81,6.94,4.26,2.65,8.0,6.4,3.02,1.03,6.97,4.59,6.76,1.54,5.7,2.94,3.8,5.86,5.37,7.67,5.98,7.72
PROT_0983,113.68,6.47,0.188,519,28.11,15.37,0,4.27,3.75,9.5,2.98,3.99,1.6,4.44,4.88,5.96,5.85,8.44,4.2,8.9,2.8,7.76,3.42,2.8,3.68,7.7,3.07
PROT_0984,37.94,9.8,-0.993,329,33.08,18.19,1,2.31,4.5,5.16,4.65,4.29,3.5,3.62,2.26,8.29,7.87,4.98,5.42,0.99,5.28,6.14,3.03,7.54,6.49,7.53,6.15
PROT_0985,94.64,7.97,0.788,537,31.52,22.11,0,4.71,6.16,3.9,5.62,4.06,7.6,7.84,3.74,1.48,9.61,1.24,2.49,3.31,5.0,7.34,1.04,4.95,3.4,8.95,7.56
PROT_0986,119.21,4.16,-1.26,655,22.64,24.68,0,8.86,5.19,2.19,9.36,3.68,6.44,8.92,6.72,9.33,1.0,5.82,1.21,4.6,3.85,9.54,1.91,1.29,2.11,6.98,1.0
PROT_0987,43.85,10.08,-0.396,269,22.15,21.03,1,3.6,3.87,8.48,2.13,4.9,3.2,6.77,6.67,2.93,2.85,5.13,8.26,7.41,2.55,7.74,7.12,1.8,2.16,6.54,5.86
PROT_0988,110.43,4.57,-1.071,176,31.63,17.61,1,7.54,2.11,4.43,6.39,8.27,7.45,3.7,6.53,5.16,4.93,5.2,5.41,6.4,3.74,3.68,1.56,6.04,4.41,1.24,5.81
PROT_0989,102.2,6.62,-0.307,250,30.8,26.24,1,4.52,7.8,3.2,7.24,3.26,6.12,6.16,6.23,7.97,4.07,4.5,5.04,1.68,4.36,2.76,2.78,1.59,7.35,7.37,6.0
PROT_0990,22.74,9.21,1.764,398,21.78,15.84,0,3.62,2.09,8.5,1.38,3.63,2.26,10.69,7.54,4.95,1.23,7.21,1.68,6.71,1.92,9.28,3.46,8.87,3.4,7.18,4.4
